Timestamp,SourceIP,DestinationIP,Protocol,PacketLength,InfoPacket,Signature
2023-11-24 09:53:42.905277,172.16.1.135,172.16.1.134,smb2,222,172.16.1.135:445 -> 172.16.1.134:33957 smb2 Length=222,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:42.916190,172.16.1.134,172.16.1.135,dcerpc,254,172.16.1.134:33957 -> 172.16.1.135:445 dcerpc Length=254,172.16.1.134_172.16.1.135/dcerpc/Detect
2023-11-24 09:53:42.916524,172.16.1.135,172.16.1.134,smb2,150,172.16.1.135:445 -> 172.16.1.134:33957 smb2 Length=150,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:42.925095,172.16.1.134,172.16.1.135,smb2,183,172.16.1.134:33957 -> 172.16.1.135:445 smb2 Length=183,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:42.925109,172.16.1.135,172.16.1.134,dcerpc,218,172.16.1.135:445 -> 172.16.1.134:33957 dcerpc Length=218,172.16.1.135_172.16.1.134/dcerpc/Detect
2023-11-24 09:53:42.936281,172.16.1.134,172.16.1.135,dcerpc,286,172.16.1.134:33957 -> 172.16.1.135:445 dcerpc Length=286,172.16.1.134_172.16.1.135/dcerpc/Detect
2023-11-24 09:53:42.936653,172.16.1.135,172.16.1.134,smb2,150,172.16.1.135:445 -> 172.16.1.134:33957 smb2 Length=150,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:42.945420,172.16.1.134,172.16.1.135,smb2,183,172.16.1.134:33957 -> 172.16.1.135:445 smb2 Length=183,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:42.945621,172.16.1.135,172.16.1.134,dcerpc,474,172.16.1.135:445 -> 172.16.1.134:33957 dcerpc Length=474,172.16.1.135_172.16.1.134/dcerpc/Detect
2023-11-24 09:53:42.959493,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:33957 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:42.959494,172.16.1.134,172.16.1.135,tcp,74,172.16.1.134:38503 -> 172.16.1.135:445 tcp Length=74,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:42.959494,172.16.1.135,172.16.1.134,tcp,74,172.16.1.135:445 -> 172.16.1.134:38503 tcp Length=74,172.16.1.135_172.16.1.134/tcp/Non-Detect
2023-11-24 09:53:42.959494,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:38503 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:42.959495,172.16.1.135,172.16.1.134,tcp,66,172.16.1.135:445 -> 172.16.1.134:33957 tcp Length=66,172.16.1.135_172.16.1.134/tcp/Non-Detect
2023-11-24 09:53:42.959495,172.16.1.134,172.16.1.135,smb,154,172.16.1.134:38503 -> 172.16.1.135:445 smb Length=154,172.16.1.134_172.16.1.135/smb/Detect
2023-11-24 09:53:42.959496,172.16.1.135,172.16.1.134,tcp,66,172.16.1.135:445 -> 172.16.1.134:38503 tcp Length=66,172.16.1.135_172.16.1.134/tcp/Non-Detect
2023-11-24 09:53:42.959496,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:33957 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:42.961480,172.16.1.135,172.16.1.134,spnego,229,172.16.1.135:445 -> 172.16.1.134:38503 spnego Length=229,172.16.1.135_172.16.1.134/spnego/Detect
2023-11-24 09:53:42.964791,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:38503 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:42.964792,172.16.1.134,172.16.1.135,ntlmssp,213,172.16.1.134:38503 -> 172.16.1.135:445 ntlmssp Length=213,172.16.1.134_172.16.1.135/ntlmssp/Detect
2023-11-24 09:53:42.965238,172.16.1.135,172.16.1.134,ntlmssp,256,172.16.1.135:445 -> 172.16.1.134:38503 ntlmssp Length=256,172.16.1.135_172.16.1.134/ntlmssp/Detect
2023-11-24 09:53:42.968412,172.16.1.134,172.16.1.135,ntlmssp,378,172.16.1.134:38503 -> 172.16.1.135:445 ntlmssp Length=378,172.16.1.134_172.16.1.135/ntlmssp/Detect
2023-11-24 09:53:42.969052,172.16.1.135,172.16.1.134,smb,148,172.16.1.135:445 -> 172.16.1.134:38503 smb Length=148,172.16.1.135_172.16.1.134/smb/Detect
2023-11-24 09:53:42.970835,172.16.1.134,172.16.1.135,smb,140,172.16.1.134:38503 -> 172.16.1.135:445 smb Length=140,172.16.1.134_172.16.1.135/smb/Detect
2023-11-24 09:53:42.971221,172.16.1.135,172.16.1.134,smb,116,172.16.1.135:445 -> 172.16.1.134:38503 smb Length=116,172.16.1.135_172.16.1.134/smb/Detect
2023-11-24 09:53:42.972924,172.16.1.134,172.16.1.135,smb,142,172.16.1.134:38503 -> 172.16.1.135:445 smb Length=142,172.16.1.134_172.16.1.135/smb/Detect
2023-11-24 09:53:42.973095,172.16.1.135,172.16.1.134,smb,105,172.16.1.135:445 -> 172.16.1.134:38503 smb Length=105,172.16.1.135_172.16.1.134/smb/Detect
2023-11-24 09:53:42.975558,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:38503 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:42.975561,172.16.1.134,172.16.1.135,tcp,74,172.16.1.134:36479 -> 172.16.1.135:445 tcp Length=74,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:42.976017,172.16.1.135,172.16.1.134,tcp,74,172.16.1.135:445 -> 172.16.1.134:36479 tcp Length=74,172.16.1.135_172.16.1.134/tcp/Non-Detect
2023-11-24 09:53:42.976017,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:36479 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:42.981495,172.16.1.135,172.16.1.134,tcp,66,172.16.1.135:445 -> 172.16.1.134:38503 tcp Length=66,172.16.1.135_172.16.1.134/tcp/Non-Detect
2023-11-24 09:53:42.981496,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:38503 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:42.982333,172.16.1.134,172.16.1.135,smb,139,172.16.1.134:36479 -> 172.16.1.135:445 smb Length=139,172.16.1.134_172.16.1.135/smb/Detect
2023-11-24 09:53:42.982334,172.16.1.135,172.16.1.134,tcp,66,172.16.1.135:445 -> 172.16.1.134:36479 tcp Length=66,172.16.1.135_172.16.1.134/tcp/Non-Detect
2023-11-24 09:53:42.984125,172.16.1.135,172.16.1.134,spnego,272,172.16.1.135:445 -> 172.16.1.134:36479 spnego Length=272,172.16.1.135_172.16.1.134/spnego/Detect
2023-11-24 09:53:42.984512,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:36479 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:42.998521,172.16.1.134,172.16.1.135,smb2,278,172.16.1.134:36479 -> 172.16.1.135:445 smb2 Length=278,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:42.998923,172.16.1.135,172.16.1.134,spnego,272,172.16.1.135:445 -> 172.16.1.134:36479 spnego Length=272,172.16.1.135_172.16.1.134/spnego/Detect
2023-11-24 09:53:43.005642,172.16.1.134,172.16.1.135,ntlmssp,236,172.16.1.134:36479 -> 172.16.1.135:445 ntlmssp Length=236,172.16.1.134_172.16.1.135/ntlmssp/Detect
2023-11-24 09:53:43.006077,172.16.1.135,172.16.1.134,ntlmssp,279,172.16.1.135:445 -> 172.16.1.134:36479 ntlmssp Length=279,172.16.1.135_172.16.1.134/ntlmssp/Detect
2023-11-24 09:53:43.018930,172.16.1.134,172.16.1.135,ntlmssp,272,172.16.1.134:36479 -> 172.16.1.135:445 ntlmssp Length=272,172.16.1.134_172.16.1.135/ntlmssp/Detect
2023-11-24 09:53:43.019886,172.16.1.135,172.16.1.134,spnego,151,172.16.1.135:445 -> 172.16.1.134:36479 spnego Length=151,172.16.1.135_172.16.1.134/spnego/Detect
2023-11-24 09:53:43.032441,172.16.1.134,172.16.1.135,smb2,180,172.16.1.134:36479 -> 172.16.1.135:445 smb2 Length=180,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.032946,172.16.1.135,172.16.1.134,smb2,150,172.16.1.135:445 -> 172.16.1.134:36479 smb2 Length=150,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.045347,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:36479 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:43.045347,172.16.1.134,172.16.1.135,tcp,74,172.16.1.134:46413 -> 172.16.1.135:445 tcp Length=74,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:43.045372,172.16.1.135,172.16.1.134,tcp,74,172.16.1.135:445 -> 172.16.1.134:46413 tcp Length=74,172.16.1.135_172.16.1.134/tcp/Non-Detect
2023-11-24 09:53:43.048134,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:46413 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:43.048135,172.16.1.135,172.16.1.134,tcp,66,172.16.1.135:445 -> 172.16.1.134:36479 tcp Length=66,172.16.1.135_172.16.1.134/tcp/Non-Detect
2023-11-24 09:53:43.049558,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:36479 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:43.049559,172.16.1.134,172.16.1.135,smb,154,172.16.1.134:46413 -> 172.16.1.135:445 smb Length=154,172.16.1.134_172.16.1.135/smb/Detect
2023-11-24 09:53:43.049559,172.16.1.135,172.16.1.134,tcp,66,172.16.1.135:445 -> 172.16.1.134:46413 tcp Length=66,172.16.1.135_172.16.1.134/tcp/Non-Detect
2023-11-24 09:53:43.051723,172.16.1.135,172.16.1.134,spnego,229,172.16.1.135:445 -> 172.16.1.134:46413 spnego Length=229,172.16.1.135_172.16.1.134/spnego/Detect
2023-11-24 09:53:43.054365,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:46413 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:43.054367,172.16.1.134,172.16.1.135,ntlmssp,213,172.16.1.134:46413 -> 172.16.1.135:445 ntlmssp Length=213,172.16.1.134_172.16.1.135/ntlmssp/Detect
2023-11-24 09:53:43.054798,172.16.1.135,172.16.1.134,ntlmssp,256,172.16.1.135:445 -> 172.16.1.134:46413 ntlmssp Length=256,172.16.1.135_172.16.1.134/ntlmssp/Detect
2023-11-24 09:53:43.057763,172.16.1.134,172.16.1.135,ntlmssp,378,172.16.1.134:46413 -> 172.16.1.135:445 ntlmssp Length=378,172.16.1.134_172.16.1.135/ntlmssp/Detect
2023-11-24 09:53:43.058432,172.16.1.135,172.16.1.134,smb,148,172.16.1.135:445 -> 172.16.1.134:46413 smb Length=148,172.16.1.135_172.16.1.134/smb/Detect
2023-11-24 09:53:43.061446,172.16.1.134,172.16.1.135,smb,140,172.16.1.134:46413 -> 172.16.1.135:445 smb Length=140,172.16.1.134_172.16.1.135/smb/Detect
2023-11-24 09:53:43.061909,172.16.1.135,172.16.1.134,smb,116,172.16.1.135:445 -> 172.16.1.134:46413 smb Length=116,172.16.1.135_172.16.1.134/smb/Detect
2023-11-24 09:53:43.064382,172.16.1.134,172.16.1.135,smb,140,172.16.1.134:46413 -> 172.16.1.135:445 smb Length=140,172.16.1.134_172.16.1.135/smb/Detect
2023-11-24 09:53:43.064706,172.16.1.135,172.16.1.134,smb,119,172.16.1.135:445 -> 172.16.1.134:46413 smb Length=119,172.16.1.135_172.16.1.134/smb/Detect
2023-11-24 09:53:43.066801,172.16.1.134,172.16.1.135,smb,150,172.16.1.134:46413 -> 172.16.1.135:445 smb Length=150,172.16.1.134_172.16.1.135/smb/Detect
2023-11-24 09:53:43.067512,172.16.1.135,172.16.1.134,smb,334,172.16.1.135:445 -> 172.16.1.134:46413 smb Length=334,172.16.1.135_172.16.1.134/smb/Detect
2023-11-24 09:53:43.070710,172.16.1.134,172.16.1.135,smb,105,172.16.1.134:46413 -> 172.16.1.135:445 smb Length=105,172.16.1.134_172.16.1.135/smb/Detect
2023-11-24 09:53:43.070818,172.16.1.135,172.16.1.134,smb,105,172.16.1.135:445 -> 172.16.1.134:46413 smb Length=105,172.16.1.135_172.16.1.134/smb/Detect
2023-11-24 09:53:43.072487,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:46413 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:43.073992,172.16.1.134,172.16.1.135,tcp,74,172.16.1.134:41513 -> 172.16.1.135:445 tcp Length=74,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:43.075847,172.16.1.135,172.16.1.134,tcp,74,172.16.1.135:445 -> 172.16.1.134:41513 tcp Length=74,172.16.1.135_172.16.1.134/tcp/Non-Detect
2023-11-24 09:53:43.075850,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:41513 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:43.079041,172.16.1.135,172.16.1.134,tcp,66,172.16.1.135:445 -> 172.16.1.134:46413 tcp Length=66,172.16.1.135_172.16.1.134/tcp/Non-Detect
2023-11-24 09:53:43.079043,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:46413 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:43.081026,172.16.1.134,172.16.1.135,smb,139,172.16.1.134:41513 -> 172.16.1.135:445 smb Length=139,172.16.1.134_172.16.1.135/smb/Detect
2023-11-24 09:53:43.081028,172.16.1.135,172.16.1.134,tcp,66,172.16.1.135:445 -> 172.16.1.134:41513 tcp Length=66,172.16.1.135_172.16.1.134/tcp/Non-Detect
2023-11-24 09:53:43.084337,172.16.1.135,172.16.1.134,spnego,272,172.16.1.135:445 -> 172.16.1.134:41513 spnego Length=272,172.16.1.135_172.16.1.134/spnego/Detect
2023-11-24 09:53:43.084364,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:41513 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:43.108035,172.16.1.134,172.16.1.135,smb2,278,172.16.1.134:41513 -> 172.16.1.135:445 smb2 Length=278,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.108455,172.16.1.135,172.16.1.134,spnego,272,172.16.1.135:445 -> 172.16.1.134:41513 spnego Length=272,172.16.1.135_172.16.1.134/spnego/Detect
2023-11-24 09:53:43.120760,172.16.1.134,172.16.1.135,ntlmssp,236,172.16.1.134:41513 -> 172.16.1.135:445 ntlmssp Length=236,172.16.1.134_172.16.1.135/ntlmssp/Detect
2023-11-24 09:53:43.121532,172.16.1.135,172.16.1.134,ntlmssp,279,172.16.1.135:445 -> 172.16.1.134:41513 ntlmssp Length=279,172.16.1.135_172.16.1.134/ntlmssp/Detect
2023-11-24 09:53:43.137245,172.16.1.134,172.16.1.135,ntlmssp,272,172.16.1.134:41513 -> 172.16.1.135:445 ntlmssp Length=272,172.16.1.134_172.16.1.135/ntlmssp/Detect
2023-11-24 09:53:43.137942,172.16.1.135,172.16.1.134,spnego,151,172.16.1.135:445 -> 172.16.1.134:41513 spnego Length=151,172.16.1.135_172.16.1.134/spnego/Detect
2023-11-24 09:53:43.147423,172.16.1.134,172.16.1.135,smb2,180,172.16.1.134:41513 -> 172.16.1.135:445 smb2 Length=180,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.147937,172.16.1.135,172.16.1.134,smb2,150,172.16.1.135:445 -> 172.16.1.134:41513 smb2 Length=150,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.157155,172.16.1.134,172.16.1.135,smb2,180,172.16.1.134:41513 -> 172.16.1.135:445 smb2 Length=180,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.157543,172.16.1.135,172.16.1.134,smb2,150,172.16.1.135:445 -> 172.16.1.134:41513 smb2 Length=150,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.167910,172.16.1.134,172.16.1.135,smb2,214,172.16.1.134:41513 -> 172.16.1.135:445 smb2 Length=214,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.169062,172.16.1.135,172.16.1.134,smb2,222,172.16.1.135:445 -> 172.16.1.134:41513 smb2 Length=222,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.178724,172.16.1.134,172.16.1.135,data,190,172.16.1.134:41513 -> 172.16.1.135:445 data Length=190,172.16.1.134_172.16.1.135/data/Detect
2023-11-24 09:53:43.179191,172.16.1.135,172.16.1.134,smb2,150,172.16.1.135:445 -> 172.16.1.134:41513 smb2 Length=150,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.187517,172.16.1.134,172.16.1.135,smb2,158,172.16.1.134:41513 -> 172.16.1.135:445 smb2 Length=158,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.188053,172.16.1.135,172.16.1.134,smb2,194,172.16.1.135:445 -> 172.16.1.134:41513 smb2 Length=194,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.199798,172.16.1.134,172.16.1.135,smb2,214,172.16.1.134:41513 -> 172.16.1.135:445 smb2 Length=214,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.200357,172.16.1.135,172.16.1.134,smb2,222,172.16.1.135:445 -> 172.16.1.134:41513 smb2 Length=222,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.209017,172.16.1.134,172.16.1.135,smb2,167,172.16.1.134:41513 -> 172.16.1.135:445 smb2 Length=167,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.209438,172.16.1.135,172.16.1.134,smb2,136,172.16.1.135:445 -> 172.16.1.134:41513 smb2 Length=136,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.219744,172.16.1.134,172.16.1.135,smb2,158,172.16.1.134:41513 -> 172.16.1.135:445 smb2 Length=158,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.220175,172.16.1.135,172.16.1.134,smb2,194,172.16.1.135:445 -> 172.16.1.134:41513 smb2 Length=194,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.236135,172.16.1.134,172.16.1.135,smb2,138,172.16.1.134:41513 -> 172.16.1.135:445 smb2 Length=138,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.236545,172.16.1.135,172.16.1.134,smb2,138,172.16.1.135:445 -> 172.16.1.134:41513 smb2 Length=138,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.251880,172.16.1.134,172.16.1.135,smb2,180,172.16.1.134:41513 -> 172.16.1.135:445 smb2 Length=180,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.252440,172.16.1.135,172.16.1.134,smb2,150,172.16.1.135:445 -> 172.16.1.134:41513 smb2 Length=150,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.265615,172.16.1.134,172.16.1.135,smb2,206,172.16.1.134:41513 -> 172.16.1.135:445 smb2 Length=206,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.265616,172.16.1.135,172.16.1.134,smb2,222,172.16.1.135:445 -> 172.16.1.134:41513 smb2 Length=222,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.284468,172.16.1.134,172.16.1.135,dcerpc,254,172.16.1.134:41513 -> 172.16.1.135:445 dcerpc Length=254,172.16.1.134_172.16.1.135/dcerpc/Detect
2023-11-24 09:53:43.284685,172.16.1.135,172.16.1.134,smb2,150,172.16.1.135:445 -> 172.16.1.134:41513 smb2 Length=150,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.297315,172.16.1.134,172.16.1.135,smb2,183,172.16.1.134:41513 -> 172.16.1.135:445 smb2 Length=183,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.297533,172.16.1.135,172.16.1.134,dcerpc,218,172.16.1.135:445 -> 172.16.1.134:41513 dcerpc Length=218,172.16.1.135_172.16.1.134/dcerpc/Detect
2023-11-24 09:53:43.308830,172.16.1.134,172.16.1.135,dcerpc,282,172.16.1.134:41513 -> 172.16.1.135:445 dcerpc Length=282,172.16.1.134_172.16.1.135/dcerpc/Detect
2023-11-24 09:53:43.309350,172.16.1.135,172.16.1.134,smb2,150,172.16.1.135:445 -> 172.16.1.134:41513 smb2 Length=150,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.321731,172.16.1.134,172.16.1.135,smb2,183,172.16.1.134:41513 -> 172.16.1.135:445 smb2 Length=183,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.321964,172.16.1.135,172.16.1.134,dcerpc,338,172.16.1.135:445 -> 172.16.1.134:41513 dcerpc Length=338,172.16.1.135_172.16.1.134/dcerpc/Detect
2023-11-24 09:53:43.339348,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:41513 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:43.339350,172.16.1.134,172.16.1.135,tcp,74,172.16.1.134:43711 -> 172.16.1.135:445 tcp Length=74,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:43.339375,172.16.1.135,172.16.1.134,tcp,74,172.16.1.135:445 -> 172.16.1.134:43711 tcp Length=74,172.16.1.135_172.16.1.134/tcp/Non-Detect
2023-11-24 09:53:43.342813,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:43711 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:43.342814,172.16.1.135,172.16.1.134,tcp,66,172.16.1.135:445 -> 172.16.1.134:41513 tcp Length=66,172.16.1.135_172.16.1.134/tcp/Non-Detect
2023-11-24 09:53:43.343253,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:41513 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:43.345386,172.16.1.134,172.16.1.135,smb,139,172.16.1.134:43711 -> 172.16.1.135:445 smb Length=139,172.16.1.134_172.16.1.135/smb/Detect
2023-11-24 09:53:43.345387,172.16.1.135,172.16.1.134,tcp,66,172.16.1.135:445 -> 172.16.1.134:43711 tcp Length=66,172.16.1.135_172.16.1.134/tcp/Non-Detect
2023-11-24 09:53:43.347661,172.16.1.135,172.16.1.134,spnego,272,172.16.1.135:445 -> 172.16.1.134:43711 spnego Length=272,172.16.1.135_172.16.1.134/spnego/Detect
2023-11-24 09:53:43.347662,172.16.1.134,172.16.1.135,tcp,66,172.16.1.134:43711 -> 172.16.1.135:445 tcp Length=66,172.16.1.134_172.16.1.135/tcp/Non-Detect
2023-11-24 09:53:43.364325,172.16.1.134,172.16.1.135,smb2,278,172.16.1.134:43711 -> 172.16.1.135:445 smb2 Length=278,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.364770,172.16.1.135,172.16.1.134,spnego,272,172.16.1.135:445 -> 172.16.1.134:43711 spnego Length=272,172.16.1.135_172.16.1.134/spnego/Detect
2023-11-24 09:53:43.374793,172.16.1.134,172.16.1.135,ntlmssp,236,172.16.1.134:43711 -> 172.16.1.135:445 ntlmssp Length=236,172.16.1.134_172.16.1.135/ntlmssp/Detect
2023-11-24 09:53:43.375358,172.16.1.135,172.16.1.134,ntlmssp,279,172.16.1.135:445 -> 172.16.1.134:43711 ntlmssp Length=279,172.16.1.135_172.16.1.134/ntlmssp/Detect
2023-11-24 09:53:43.385564,172.16.1.134,172.16.1.135,ntlmssp,272,172.16.1.134:43711 -> 172.16.1.135:445 ntlmssp Length=272,172.16.1.134_172.16.1.135/ntlmssp/Detect
2023-11-24 09:53:43.386401,172.16.1.135,172.16.1.134,spnego,151,172.16.1.135:445 -> 172.16.1.134:43711 spnego Length=151,172.16.1.135_172.16.1.134/spnego/Detect
2023-11-24 09:53:43.396492,172.16.1.134,172.16.1.135,smb2,180,172.16.1.134:43711 -> 172.16.1.135:445 smb2 Length=180,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.397420,172.16.1.135,172.16.1.134,smb2,150,172.16.1.135:445 -> 172.16.1.134:43711 smb2 Length=150,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.409340,172.16.1.134,172.16.1.135,smb2,180,172.16.1.134:43711 -> 172.16.1.135:445 smb2 Length=180,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.409809,172.16.1.135,172.16.1.134,smb2,150,172.16.1.135:445 -> 172.16.1.134:43711 smb2 Length=150,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.422372,172.16.1.134,172.16.1.135,smb2,214,172.16.1.134:43711 -> 172.16.1.135:445 smb2 Length=214,172.16.1.134_172.16.1.135/smb2/Detect
2023-11-24 09:53:43.423505,172.16.1.135,172.16.1.134,smb2,222,172.16.1.135:445 -> 172.16.1.134:43711 smb2 Length=222,172.16.1.135_172.16.1.134/smb2/Detect
2023-11-24 09:53:43.434122,172.16.1.134,172.16.1.135,tcp,1514,172.16.1.134:43711 -> 172.16.1.135:445 tcp Length=1514,172.16.1.134_172.16.1.135/tcp/Detect
2023-11-24 09:53:43.434126,172.16.1.134,172.16.1.135,tcp,1514,172.16.1.134:43711 -> 172.16.1.135:445 tcp Length=1514,172.16.1.134_172.16.1.135/tcp/Detect
2023-11-24 09:53:43.434127,172.16.1.134,172.16.1.135,tcp,1514,172.16.1.134:43711 -> 172.16.1.135:445 tcp Length=1514,172.16.1.134_172.16.1.135/tcp/Detect
2023-11-24 09:53:43.434128,172.16.1.134,172.16.1.135,tcp,1514,172.16.1.134:43711 -> 172.16.1.135:445 tcp Length=1514,172.16.1.134_172.16.1.135/tcp/Detect
2023-11-24 09:53:43.434128,172.16.1.134,172.16.1.135,tcp,1514,172.16.1.134:43711 -> 172.16.1.135:445 tcp Length=1514,172.16.1.134_172.16.1.135/tcp/Detect
2023-11-24 09:53:43.434129,172.16.1.134,172.16.1.135,tcp,1514,172.16.1.134:43711 -> 172.16.1.135:445 tcp Length=1514,172.16.1.134_172.16.1.135/tcp/Detect
2023-11-24 09:53:43.434130,172.16.1.134,172.16.1.135,tcp,1514,172.16.1.134:43711 -> 172.16.1.135:445 tcp Length=1514,172.16.1.134_172.16.1.135/tcp/Detect
2023-11-24 09:53:43.434130,172.16.1.134,172.16.1.135,tcp,1514,172.16.1.134:43711 -> 172.16.1.135:445 tcp Length=1514,172.16.1.134_172.16.1.135/tcp/Detect
2023-11-24 09:53:43.434131,172.16.1.134,172.16.1.135,tcp,1514,172.16.1.134:43711 -> 172.16.1.135:445 tcp Length=1514,172.16.1.134_172.16.1.135/tcp/Detect
2023-11-24 09:53:43.434131,172.16.1.134,172.16.1.135,tcp,1514,172.16.1.134:43711 -> 172.16.1.135:445 tcp Length=1514,172.16.1.134_172.16.1.135/tcp/Detect
